book,chapter,verse,bororo_text,has_unusual_char
Atos Dos Apóstlos,21,19,"Icare Paulo imadure ebo, icare readodure ewiegai Pao rore judeukare emawuge etai tugera tabowu jamedu jiboeji",False
Atos Dos Apóstlos,21,20,"Emearudui awu inodu jamedu jitu koiare ere Pao kurido, icare emagore Pauloji, egore: - Cemana, aerudu pemeganure, awu judeudoge makarewuge duwugere emeartorure Pao bataru ji tukai judeudoge eroiagudu pijido dutabo duji",False
Atos Dos Apóstlos,21,21,"Emagere emearudure boe egoi akie are nowu mugure judeukare emawuge etadawu judeudoge eeruduwado ewo tugera ra Moisés piji, akagoi ei: ekawo tore ewiri kado, erokawo nono judeudoge eroiagudu reore",False
Atos Dos Apóstlos,21,22,Inoba paromode? Eeruduwamode akaregoduie rugadu,False
Atos Dos Apóstlos,21,23,"Kode, arodo nono cemagomode ai du reore. Imere pobe puibiji woe, tuwo tumorido Pao ai",False
Atos Dos Apóstlos,21,24,"Eko akabo, aedorodo ebo, mori maku eparu tabo tuwo etao rawuje. dutabore eiamedu boe eeruduwamode tumearudure jiwu aiboe boe kaegae, aki jamedu aroie nono judeudoge eroiagudu reore",False
Atos Dos Apóstlos,21,25,"Judeukare emawu meartorureuge eiboe rema, cere bapera atugodo etai, ewo tugera ra tui mori maku aroe eimejerage pagarewuge etai dupiji, ekawo ake todure towu barege eku ekodu kowuje, ekera keadu kawo jamedu",False
Atos Dos Apóstlos,21,26,"Barogwatore icare Paulo kodure nowu ime ebo, icare ure tuiedorodo ebo, ure turemo Pao uwaito, nonore icare ure remagu umode mori maku tubaru tabowu eparu tabowu moriji",False
Atos Dos Apóstlos,21,27,"Merire pagera awubodure pobe taci ikera awubowuto dukeje, ia judeudoge etaregodui Asia moto piji, eerudure Pauloji nowu Pao uwai tada, dukodire ere boe erugo ji. Ere tugeragu ji, icare enoiogwarire",False
Atos Dos Apóstlos,21,28,"Egore: - Judeudoge, tagerabraredo cei! Mako pagare cewobei, Pao uwaiji, ceroiagudu boe jiwu imedu reo! Emareo! Unure Grécia pijiwu ime edo turemo Pao uwaito jamedu, tui pegado dutabo",False
Atos Dos Apóstlos,21,29,"Egore oino, eerudure Trofimo, Éfeso pijiwu, kodui apo bakurireu tada duji, dukoiare emeardaere uie turemo Pao uwaito, kodire egoino",False
Atos Dos Apóstlos,21,30,"Mugure nowu bakurireu tadawuge eiamedu boe emorora amagadure, icare ere tudo puidu emagaguragare. Ere tugeragu Pauloji, ere reko oino moto ji Pao uwai piji toro baawadu kae, icare Pao uwai porodoge ere tumi pi tuku peragajeje",False
Atos Dos Apóstlos,21,31,"Etaidure tuwo bito, mare iage ere tugobaigarege eimejera bie Jerusalém tadawuge eiameduie turagojedo turugoduwo",False
Atos Dos Apóstlos,21,32,"Dukodire icare kuri je ure tugobaigarege mare ia tugobaigarege eimejerage eko pudabo toro rugodureuge etae. Awugerema, eerudui nowu tugobaigarege eimejera aregodui tudugarege eboduji dukeje kuri je, ere tugera ra tui boe to Paulo jitu piji",False
Atos Dos Apóstlos,21,33,"Icare nowu tugobaigarege eimejera ure tuburedo Pauloji, ure tugeragu ji, ure tudugarege edo ieragogudo meriri iku pobe dutabo. Icare unorare boei iogudubabao, kaboba jiba ro oino",False
Atos Dos Apóstlos,21,34,"Eiamedu boe enoiogwarire jice woje, jice woje, dukodire roiwakare tuioruduwawo nowu boe enogoi pui dukoia. Dukodi icare ure tudugarege edo reko baicorewu rakarewuto",False
Atos Dos Apóstlos,21,35,"Icare Paulo aregodui bai kurireu o escala kae dukeje, tugobaigarege ere tudugu ji tuietuwo ji boe ekorii ji tu piji",False
Atos Dos Apóstlos,21,36,"Nowu boe makarewuge ekodure rekodaji toiogwari tabo, tagoi oino dutabo: - Bito rugau",False
Atos Dos Apóstlos,21,37,"Umode turemo nowu baicorewu rakarewu to dukeje, Paulo unoragodure nowu tugobaigarege eimejeraji, akore ji: - Awudugugo ii biegatu je, imagowo boei jao. Nowu tugobaigarege eimejera akore: - Aeruduware gregodoge ewadaru ji?",False
Atos Dos Apóstlos,21,38,"Nowu Egito pijiwu imedu, duwure boe erugo pui marigudu, icare ure rugodureu ime ei quatro mil reko pudabo boe matadu kaewu aki kanao?",False
Atos Dos Apóstlos,21,39,"Icare Paulo akore: Judeunure imi, Cilécia moto kejewu bakurireu iei Tarso cedu pijiwunure imi, inogwamagudunure ai awo imagodo boei",False
Atos Dos Apóstlos,21,40,"Icare nowu tugobaigarege eimejera ure makodo. Icare Paulo, turagojei nowu escala keje dupiji, ure tugera aogado boei, icare boe makodure pi tuku. Icare makore ei hebreudoge ewadaru tabo, akore",False
Atos Dos Apóstlos,22,1,"Imanamage, iwiemage, iogamage, tawiapagado iwadaru ji: ireadodumode tawiegai kodiba iro oino",False
Atos Dos Apóstlos,22,2,Emearudure makoi hebreudoge ewadaru ji dukejere ewiapaga awadure ji,False
Atos Dos Apóstlos,22,3,"Icare akore pugeje: - Judeunure imi. Cilécia moto kejewu bakurireu iei Tarso cedu kejere iwodure, mare irijodure awu bakurireu tada, nowu joruduwa rakarewu iei Gamaliel cedu bure paru ioruduwadodure paomage eroji. Pao Kurireu jaogwaire inogwacere tareore, tare tagogwacere Pao jaogwai jii oino jamedu, du reorere ire ino jamedu marigudu",False
Atos Dos Apóstlos,22,4,"Marigudu itonare Cristo metagei iwo ewido. Ire ikeragu meartorure Cristo jiwu imei, aremei, ire erego baicorewuto",False
Atos Dos Apóstlos,22,5,"Sacerdotedoge eimejerage mare boe eimejerage eeruduware iro oinoduji. Ere bapera maku inai iwo reko Damasco kejewu judeudoge etae, icare iture nowu bakurireu kae iwo ikeragu meartorureuge emugui toro duji, iwo erego Jerusalém kae boewo eedorodo",False
Atos Dos Apóstlos,22,6,"Boekimorema, ikodui awara ji, puredu tu Damasco bakurireuji, meri jetui pagaia keje dutabo, icare baru pijiwu ia urugureboe kuricigorewu ure itaiado pi tuku je",False
Atos Dos Apóstlos,22,7,"Icare iwudure moto kae, icare imearudure ia boe emagoi ii duji, akore: - Saulo, Saulo, kodiba akonare ii? Kodiba?",False
Atos Dos Apóstlos,22,8,"Icare imagore ji: - Ioguduba akagoino, ikimejera? Icare nowu akoinoboe makore ii pugeje, akore: - Jesus Nazaré pijiwu imireo, cewu akonare jiwu imireo",False
Atos Dos Apóstlos,22,9,"Boekimorema, imedage eerudure urugureboeji, mare emearudukare nowu akoino iiboe makoji",False
Atos Dos Apóstlos,22,10,"Icare imagore ji: - Ikimejera, inoba iromode? Icare akore ii: - Aragojedo, atudo Damasco bakurireuto, torore boe emode awiie inoba aromode duji",False
Atos Dos Apóstlos,22,11,"Iorudukare iaboeji nowu urugureboe kuricigorewu koia, dukodire imedage ere tugera kogudo ikera kajeje dutabore itaregodure Damascoto",False
Atos Dos Apóstlos,22,12,"Ia imedu iei Ananias cedu, mako makore Pao jiwu imedu, duwu rore nono judeudoge eroiagudo du reore, nowu bakurireu tadawu judeudoge eerudu pemegare jiwu imedu,",False
Atos Dos Apóstlos,22,13,"Aregodure itae, akore ii: Iwie Saulo, aeku pemegare pugeje. Dukeje kuri je itaiwore",False
Atos Dos Apóstlos,22,14,"Icare akore pugeje: Paomage eno Aroe Eimejera ure atawuje aeruduwawo taidure jiboeji, aeruduwawo Imedu Pemegarewuji, amearuduwo jabijiwu bataru ji",False
Atos Dos Apóstlos,22,15,"Ica, areadodumode ime eiamedu boe ewiegai aerudure jiboeji, amearudure jiboe jamedu boeji",False
Atos Dos Apóstlos,22,16,"Kodi icare, amara tabo! Aragojedo, akao pegodo, awabo kigadudo aro pegarewu piji nowu Pemegarewu Imedu ie tabo",False
Atos Dos Apóstlos,22,17,"Dukejere icare ire ikirimi Jerusalemto, icare inogwamagudure Pao ji uwai tada, du tonajire Paore ido ikinoi, ure iorududo boe pemegarewuji",False
Atos Dos Apóstlos,22,18,"Icare iorudure Jesus makoi ii duji, akore: Amara tabo! Atudo Jerusalém piji, paga karega, awuge emearudumodukare areadodui iiboe jituji",False
Atos Dos Apóstlos,22,19,"Icare imagore: Ikimejera, emage eeruduware iie meartorure aiwuge etugu etugu baicorewuto, eeruduware iie iwara to to ei duji",False
Atos Dos Apóstlos,22,20,"Icare Estêvão ure tuiwodo akie koia dukeje, iragojere nono jamedu, ieture ure bitowuge ekudawu aroiaji",False
Atos Dos Apóstlos,22,21,"Macare Jesus akore: Toro, imode atudo toro ia boe etae jaegiri. Paulo mugui baicorewu rakarewu tadadu",False
Atos Dos Apóstlos,22,22,"Judeudoge emearudure jii je nowu bataru kae, dukeje icare enoiogwarire, egore: - Nowu imedu tawuje nowu piji, umodukare turugadu tuiewo",False
Atos Dos Apóstlos,22,23,"Dukeje icare enoiogwari kuricigore, ere tugudae aroia tawuje, ere moto urugudu barigu baruto boekori koia ji",False
Atos Dos Apóstlos,22,24,"Dukodi icare nowu tugobaigarege eimejera ure tudugarege edo tugeragu ji ewo reko baicorewu rakarewuto, ewo iwara to ji, ewo okoridodu kuricigodo, tuioruduwawo kodiba boe enoiogwarire boe kori koia ji du bogai",False
Atos Dos Apóstlos,22,25,"Icare enure kogudo barogo biri bukigu tabo dukejere Paulo unorare ia tugobaigarege eimejera mugui nonoduji, akore: - Umodukana turugadu boewo boe to ia Roma kejewu imedu ji, brae eiemejerage ekai tugogado jitu otodai?",False
Atos Dos Apóstlos,22,26,"Icare nowu tugobaigarege eimejera mearudure awu bataru jitu keje kuri je, uture tugimejera ae, ure bie, akore: - Inoba aromode? Awu imedu Roma kejewunure ema",False
Atos Dos Apóstlos,22,27,"Icare nowu brae eimejera uture mato Paulo ae, akore ji: - Roma kejewu akinao? Amagodo. Paulo akore: - U",False
Atos Dos Apóstlos,22,28,"Icare nowu brae eiemejera akore: - Ire Roma kejewudo imi mori kuricigo tabo. Icare Paulo akore: - Ica, Roma kejewunure imi iwodure dupiji",False
Atos Dos Apóstlos,22,29,"Dukeje kuri je, nowu umode okoridowuge ere tuiaedo ji pi tuku. Nowu brae eiemejera morora amagadure, paga karega, ure tudugarege eedo kogudo Roma kejewui ema dutabo",False
Atos Dos Apóstlos,22,30,"Barogwatore icare, nowu brae eiemejera aidure tuioruduwa birigoduwo kodiba rakuduie judeudoge emago pegare ji. Ure iera kiwuje, icare ure sacerdotedoge eiemejerage eto pui. Icare ure Paulo arego etae",False
Atos Dos Apóstlos,23,1,"Icare Paulore tuioku kidudo nowu judeudoge eimejerage ei tu... Icare akore: - Imanamage, imire imerure Pao jekai iwabo pemegarewu tabo, imeardae pemegarewu tabo jii awu meri kae",False
Atos Dos Apóstlos,23,2,"Macare nowu sacerdotedoge eimejera iei Ananias cedu, ure mugure mekiwuge edo tugera to okwaji",False
Atos Dos Apóstlos,23,3,"Icare Paulo akore ji: Imedu roarodureu, Pao umode akogorido jamedu. Amugure awo akogado ii paroiagudu rekodaji, macare akonai paroiagudu jitu tabore are boedo itogorido. Kodiba?",False
Atos Dos Apóstlos,23,4,Icare mugure nonowuge egore: - Awadaru pegare Pao bure joia kurireuji,False
Atos Dos Apóstlos,23,5,"Icare Paulo akore: - Iwiemage ioruduwakare Pao burejoiaie ure emaduji. Paga karega, Pao o bapera keje atugododure oino: “Amago pega kaba awobe eimejerajii” (Ex 22,28",False
Atos Dos Apóstlos,23,6,"Paulo joruduware nowu judeudoge eiemejerageie tuginoi duji. Iage fariseudogere emage, iage saduceudogere emage. Dukodi lcare akore tumago raka tabo: - Imanamage, fariseunure imi, fariseudoge etonaregedunure imi. Ica, imeartorure bireuge eewodumode tuwi piji pugeje duji, dukoiare boere tugogado ii",False
Atos Dos Apóstlos,23,7,"Awu bataru keje, nowu fariseudoge mare nowu saduceudoge etokire pui, emagore pui puibagi, icare nowu boe eimejerage etonare pui. 8(Paga karega, saduceudoge egore bireuge ewodumodukae, tupadoge bokwae, aroedoge bokwae; fariseudogerema emeartorure nowu boe jameduji",False
Atos Dos Apóstlos,23,9,"Dukodi icare ia boe enoiogwari kuricigorewu ure tuguo. Icare ia fariseudoge, ere turagojedo, emago rakare, egore: - Ceeruduwakare awu imedu ia ro pegarewuji. Ia Pao o tupa, iarema ia Aroe emago kana ji?",False
Atos Dos Apóstlos,23,10,"Icare nowu emagoi puidu nowu etokii puidu icare rakagodure. Dukodi icare nowu brae eimejera pagudugodure emode Paulo roto oino pa je duji, dukodi icare ure tugobaigarege edo turawuje, ewo Paulo aru epiji, ewo reko baicorewu rakarewu kae",False
Atos Dos Apóstlos,23,11,"Nowu boecoji icare Paore towadudo Paulo jekai, akore ji: - Amearudu awadudo ai, areadodure ii Jerusalém tadadu reorere umode turugadu areadoduwo ii pugeje Roma bakurireu tada jamedu",False
Atos Dos Apóstlos,23,12,"Barogwa kododu tabore icare ia judeudoge ere tudo pui, emagore pui togwagemodukae iaboe boeji, tugudumodukae iaboe boece, tumode Paulo bito du otodai",False
Atos Dos Apóstlos,23,13,Nowu makore oinowuge ere nono ikera pudogidure iwure pudogidure ikera pudogidure iwure pudogidure du reore,False
Atos Dos Apóstlos,23,14,"Icare eture nowu sacerdotedoge eiemejerage etae, egore ei: - Cemagore Pao jekai, cenogwagemodukae iaboe boeji jii cemode Paulo bito du kae",False
Atos Dos Apóstlos,23,15,"Kode, tagi mare pagimejerage tamagodo brae eiemejeraji uwo Paulo reko mato tawogai. Tamagodo ji tamode tagoga pemagado ji pugeje. Cegirema, umode tuburedo mato dukeje, cemode cedo cerugadu cewo bito",False
Atos Dos Apóstlos,23,16,"Boekimorema, Paulo utuie ia onaregedu, urade nowu emeardae pegarewu pawuje, dukodi icare kodure toro baicorewu rakarewu kae, ure Paulo bie",False
Atos Dos Apóstlos,23,17,"Awure icare makore tugobaigarege eimejera bogai, akore ji: - Awu iparedu reko toro akimejera ae, aidure tumagowo ji iaboeji",False
Atos Dos Apóstlos,23,18,"Icare ure reko nowu brae eimejera jekae, akore ji: - Nowu meture baicorewu tadawu iei Paulo cedu okwamagudure ii iwo awu iparedu reko mato aegai, aidure tumagowo ai iaboeji dukodi",False
Atos Dos Apóstlos,23,19,"Icare nowu brae eimejera ure tugera kogudo nowu iparedu iera kajeje, ure reko jice baiporo kae, akore ji: - Kaboba jiba akaidure amagowo ii?",False
Atos Dos Apóstlos,23,20,"Akore: - Judeudoge emagore pui barogwatoie togwamagudumode ai awo Paulo reko judeudoge eimejerage eegai pugeje, ewo tugogadodu pemegado ji",False
Atos Dos Apóstlos,23,21,"Akirema, awiapaga kaba ewadaru ji. Paga karega, ia ime ere ikera pudogidure iwure pudogidure ikera pudogidure iwure pudogiduredu, duwuge emode tuwiado awara okwai tuwo bito. Ere togwatugu Pao jekai togwagemodukae iaboe oeji, tugudumodukae iaboe boece jii tumode bito du otodai. Enure turugadu, epagamode awadaru bogai tu je",False
Atos Dos Apóstlos,23,22,"Icare nowu brae eimejera ure nowu iparedu utudo, akore ji mako kaiagu iaboe boei tuie bie pudui duji. Paulo rekodudodui Cesaria kaedu",False
Atos Dos Apóstlos,23,23,"Dukeje icare makore tugobaigarege eimejerage ei pobedu bogai, akore ei: - Tamode tugobaigarege ei 200 cedu edo turugadu etuwo Cesaréia kae, awu boeco kajeje",False
Atos Dos Apóstlos,23,24,"Tamode kawarudoge edo turugadu Paulo bogai jamedu, dure tamode reko pagimejera Félix ae. Taetu pemegado ji",False
Atos Dos Apóstlos,23,25,"Ure ia bapera atugodo tagoi oino dutabo: 26""Cludio Lísia ikimadunure pagimejera kurireu Félix awogai",True
Atos Dos Apóstlos,23,27,"Judeudoge ere awu imedu ieragogudo, eiagu bito, dukejere icare itaregodure ae ino tugobaigarege ebo, icare iorudure Roma kejewuie ure ema duji, dukodire ire inorudo ekera piji",False
Atos Dos Apóstlos,23,28,"Dukeje icare itaidure ioruduwawo kaba kodiba ere tuiagu bito, dukodire ire reko judeudoge eimejerage eegai, ewo tugogado ji,",False
Atos Dos Apóstlos,23,29,"Icare imearudure eie tuiagu bito turoiagudu koia, mare ia ro pegarewu bokware ewo bito, iarema ewo tugu baicorewuto",False
Atos Dos Apóstlos,23,30,"Mare dukejere icare ia boere iwie ia judeudogeie tudo turugadu tuwo bito rugadu, dukodire icare ire boedo reko toro akae, imagore onare jiwugei etuwo akae jamedu. Urugadu. Amugu pemegado",False
Atos Dos Apóstlos,23,31,"Icare, nowu boecoji nowu tugobaigarege ere tugeragu Pauloji, nowu tugimejera mako rekodaji, icare ere reko toro Antipátride kae",False
Atos Dos Apóstlos,23,32,"Barogwatore icare ere maku kawaru epage etae, ewo reko tododai, pudumire icare ere tugirimi tuibagi tumuga kae pugeje",False
Atos Dos Apóstlos,23,33,"Etaregodure Cesaréia bakurireuto dukeje, ere bapera maku nowu brae eimejera ai, ere jorududo Pauloji jamedu",False
Atos Dos Apóstlos,23,34,"Icare makore nowu bapera atugoji, dukejere icare unoragodure ei kakoduwu moto kajeba. Egore: Cilécia moto kejewu reno. Icare akore: - 35 Iwiapagamode ai, onare aiwuge etaregodumode dukeje. Icare ure edo Paulo jetu otorogado judeudoge eimejera Herodes uwai kurireu tada. 24.Brae eimejerage ere tugogado Pauloji",False
Atos Dos Apóstlos,23,1,"Merire pagera awubodure du rekodajire icare nowu sacerdotedoge eimejera kurireu ure turawuje nowu kae, ia codureuge ebo, ia boe eroiagudu epa iei Tertulo cedu kodure ebo. Etaregodure dukejere, eture nowu brae eimejera kurireu ae, tumago pegawo Pauloji biegai",False
Atos Dos Apóstlos,23,2,"Emagore Paulo bogai tuwo tugogado ji. Icare nowu Tertulo mako pegare ji nowu brae eimejera jekai, akore: - Akire are boe pemegado cei, are boe butugudo cei. Aro koiare boe ero pegarewu makarewu kadodure ceno moto keje",False
Atos Dos Apóstlos,23,3,"Ceeruduware aro oinoduji, boe jamedu boeji jii je, boe jamedu boe keje, akarureu Félix, dukodire cenure tukutaido ai",False
Atos Dos Apóstlos,23,4,Macare itaidukare boe koriwo ai jii je dukodire inogwamagudunure ai awiapagawo iwadaru ji jao,False
Atos Dos Apóstlos,23,5,"Ceerudure awu imedu ji, pega remawure, ure boe erugo pui boe jamedu boe keje, judeudoge etada. Nazarewudoge ia eimejeranure ema",False
Atos Dos Apóstlos,23,6,"Uiagu Pao uwai pegado jamedu, macare cere cegeragu ji. 7(Cedaidure cewo cegogado ji, ceroiagudu rekodaji, mare nowu brae eimejera iei Lísias cedu aregodure, icare ure tugeragu cegera piji turaga tabo taci je, icare ure onare jiwuge cedudo mato aegai",False
Atos Dos Apóstlos,23,8,"Ica, aki mitodu anoramode ji, dutabore aeruduwamode cemagore ai jiboeji jamedu boe ema remawuie",False
Atos Dos Apóstlos,23,9,"Icare nowu judeudoge ere tuiodo nowu turoiagudu epa bataru keje, egore oinoie ure rugadu",False
Atos Dos Apóstlos,23,10,"Dukeje icare nowu brae eimejera ure tugera amagadudo Paulo bogai, icare Paulo akore: Ioruduware joru makaguragare aetui awu moto jitu duji, dukodire imagomode iparu tabo aegai ipagudu bokwa tabo, imeartorui ai dutabo",False
Atos Dos Apóstlos,23,11,"Boe rakamodukare ai aeruduwawo meri kodukae ikera pudogidure pobe taci iwurekotodu kori irudui Jerusalém bakurireuto dupiji. Irudure toro, inogwamaguduwo Pao ji",False
Atos Dos Apóstlos,23,12,"Iaboe iaboe eerudukare ii inogirui iaboeji iaboeji; eerudukare ii boe erugo Pao uwai tada duji, iarema sinagoga tada, iarema bakurireu tada",False
Atos Dos Apóstlos,23,13,Jamedu eroiwakare tuwo aerududo tumago peganure iiboeji,False
Atos Dos Apóstlos,23,14,"Imagonure oino aegai: Ikodure paedogamage eno Aroe Eimejera utawara ji, imeartorure atugododure Moisés o bapera kejeboeji, profetadoge eno bapera kejeboe jamedu boeji, ikodui emagore tuginoiwu oino jiwu bakaru rekodaji",False
Atos Dos Apóstlos,23,15,"Ipaganure Pao ji epagamagai jitudu reore, pemegarewuge, pegarewuge eewodumode pugeje duji",False
Atos Dos Apóstlos,23,16,"Kodire inure idurudo ikoduwo imeardae pemegarewu tabo Pao jekai, ime eegai jamedu",False
Atos Dos Apóstlos,23,17,"Joru makaguragare dukeje, itaregodure iwobe etae, makudu pagare etaiboerogu tabo, makudumode Pao uwai tada boe tabo jamedu",False
Atos Dos Apóstlos,23,18,"Icare iroi nono dukeje, eerudure ii ipemegado Pao uwai tada duji, mare boe ekare tago, boe erugodukare pui nono",False
Atos Dos Apóstlos,23,19,"Eerudure iiwu, ia judeudoge etaregodui Asia pijiwugere emage, emagere etaregodumode aegai emagowo iiboeji, eerudure iro pegarewuji rugadu dukeje, kodi karega",False
Atos Dos Apóstlos,23,20,Mare mugure oinowuge emagowo awiegai eerudu rakuduie ia iro pegarewuji nowu ere irego judeudoge eimejerage eegai dukeje,False
Atos Dos Apóstlos,23,21,Imagore tu jiboe imago raka tabodu reo: Bireuge eewodumodedu koiare judeudoge eimejerage ere tugogado ii taegai,False
Atos Dos Apóstlos,23,22,"Boekare. Nowu brae eimejera Félix joruduwa birigodure emeartoraeji, dukodire ure nowu judeudoge eimejerage etudo jao, akore: - Nowu boe eimejera Lísias aregodumode mato dukeje imearudu birigodumode tai",False
Atos Dos Apóstlos,23,23,"Icare ure nowu tugobaigarege eimejerado tugedo pemegado Pauloji, akore ji jetuwo ji butugu tabo, ukawu metage ei tugerabraredo jitudu pijido",False
Atos Dos Apóstlos,23,24,"Meri makakare dukeje, nowu brae eimejera Félix aregodure toreduje Drusila apo, duwudo judeudore ema. Makore Paulo bogai, icare biapagare makoi boe emeartorui Jesus Cristo jituduji",False
Atos Dos Apóstlos,23,25,"Dukejere Paulo makore ei boe emodukae pu pegado, pu barigududo, boe ekera keadukawo pudui, ia meri keje Pao umoduie tugogado boei, dukodi icare nowu Félix pagudugodure, icare akore Pauloji: - Urugadu jao, atudo jao, ia kodiboe keje imagomode awogai pugeje",False
Atos Dos Apóstlos,23,26,"Upagare jamedu Paulo umoduie diiero maku pudai du bogai, dukodire mako makore bogai tu tu tumagowo ji",False
Atos Dos Apóstlos,23,27,"Jorure pobe du rekodaji, brae eimejerage ere Félix tawuje nowu moto piji, ere Pórcio Festo mugudo mugato. Boekimorema, nowu Félix aidure tuwo judeudoge eegaredo, dukodire ure Paulo mugudo baicorewu tada tuiageje",False
Atos Dos Apóstlos,25,1,"Meri pobe ma jewu metuia bokware dukeje, nowu brae eimejera Festo aregodure nowu moto kae, icere ruture Jerusalém bakurireu kae",False
Atos Dos Apóstlos,25,2,"Nonore icare nowu sacerdotedoge eimejerage mare judeudoge kurireuge eture ae, emago pegare Pauloji biegai",False
Atos Dos Apóstlos,25,3,"Enogwamagudure ji tuwo boedo Paulo reko mato Jerusalém kae pugeje. Paga karega, etaidure tuwo tuwiado awara okwai tuwo bito",False
Atos Dos Apóstlos,25,4,"Mare Festo akore Paulo muguie baicorewu tada Cesaréia bakurireu keje, pudumie tudumoduie toro meri makakare dukeje",False
Atos Dos Apóstlos,25,5,"Icare akore ei: -Kode, ia kurireuge tagi tamode tarawuje itabo, icare nowu imedu ia ropegarewure dukeje, tamagomode iiegai toro",False
Atos Dos Apóstlos,25,6,"Icare mugure nono kimo meri ikera awubodure pobe taci ikera awubowuto rakudu dukejere icare ure turawuje Cesaréia bakurireu kae, icare makore Paulo bogai",False
Atos Dos Apóstlos,25,7,"Paulo aregodure ae, dukejere icare aregodure Jerusalém pijiwu judeudoge ere taiado apo, enogirure Paulo ro pegarewu makaguragarewuji, mare enogiru paganure",False
Atos Dos Apóstlos,25,8,"Paulo rema, mako makore tubaru tabo, akore: - Iro pega bokwa. Iro pegakare judeudoge eroiaguduji, iro pegakare Pao uwaiji, iro pegakare Roma kejewu brae eimejera kurireuji",False
Atos Dos Apóstlos,25,9,"Mare nowu brae eimejera Festo aidure tuwo judeudoge eegaredo, dukodi icare makore Pauloji, akore: Akaidure aruduwo Jerusalém kae ewo tugogado ai iegai?",False
Atos Dos Apóstlos,25,10,"Icare Paulo akore: Roma kejewu ia brae eimejera jekaire imugure, dukodi icare umode turugadu boewo tugogado ii toro Roma bakurireu keje. Iro pegarewu bokwa judeudogei, akire aeruduware",False
Atos Dos Apóstlos,25,11,"Iro pegarewu umode ei, ewo iwido rugadu ma, ipagudumodukare iwiwo. Mare awu ereadodure jiwu iro pegarewu bokware dukeje, iaboe iaboe eroiwamodukare tuwo imagu mako pegare iiwuge ekera kai. Itaidure ituwo Roma kejewu brae eimejera kurireu César ae",False
Atos Dos Apóstlos,25,12,"Dukeje icare Festo makore jao tumedage ebo, icare akore ji: - Amagore César bogai, dukodi icare atumode César ae. Brae eimejera Festo makoi judeudoge eimejera Agripa biegai Paulo jiboeji",False
Atos Dos Apóstlos,25,13,"Meri makakare dukeje, nowu judeudoge eimejera Agripa ure turawuje toreduje Berenice apo toro Cesaréia bakurireu kae, tugimaduwo Festo apo",False
Atos Dos Apóstlos,25,14,"Icare emugu raire nono, dutabore icare Festo readodure nowu judeudoge eimejera biegai Paulo jiboeji. Akore: - Félix ure ia imedu mugudo baicorewu tada tuiageje",False
Atos Dos Apóstlos,25,15,"Icare iture Jerusalémto dukeje, nowu sacerdotedoge eimejerage mare judeudoge codureuge etaregodure tumago pegawo ji iwiegai, enogwamagudure ii iwo boedo bito",False
Atos Dos Apóstlos,25,16,"Icare imagore ei Roma kejewuge ceroiwakae cewo boedo iaboe iaboe ewido, cemode nowu bitodumodewu udo turagojedo mako pegare puduiwuge eegai tumagowo tubaru tabodu otodai",False
Atos Dos Apóstlos,25,17,"Icare etaregodure mato. Icare nowu barogwato kuri je inure iwiapagawo ei, icare ire itugarege edo nowu imedu reko mato jamedu",False
Atos Dos Apóstlos,25,18,"Icare nowu onare jiwuge etaregodure mato iegai, mare emago emagokare ia imeardaere ro pegare jiboeji",False
Atos Dos Apóstlos,25,19,"Emago pegare pui tumeartorure jiboe koia. Emagore pui ia bireu imedu iei Jesus cedu jiboeji, duwure Paulo akore jewoduie",False
Atos Dos Apóstlos,25,20,Dukodi icare irore ta... Ioruduwakare inoba iromode ji nowu tagoino dukoia. Dukodire inoragodure ji aidurakuduie tuduwo Jerusalemto boewo tugogado pudui toro,False
Atos Dos Apóstlos,25,21,Macare Paulo akore taiduie tuduwo Roma kejewu cegimejera kurireu César ae. Dukodi icare ire Paulo mugudo baicorewu tada jii imode boedo reko toro César ae du kae,False
Atos Dos Apóstlos,25,22,Icare nowu judeudoge eimejera Agripa akore nowu brae eimejera Festoji: - Imi jamedu itaidure imearuduwo nowu imedu bataru ji. Icare Festo akore: - Barogwato amearudumode ji. Paulo rakojei judeudoge eimejera Agripa jekaidu,False
Atos Dos Apóstlos,25,23,"Barogwatore icare nowu Agripa aregodure toreduje Berenice apo, tuguri kuricigo tabo, ure turemo nowu brae eimejera uwaito, ia brae eimejerage ebo, mare nowu bakurireu ia brae kurireuge ebo jamedu",False
Atos Dos Apóstlos,25,24,"Icare Festo akore: - Akarureu judeudoge eimejera Agripa, awiapagado. Mugure woewu boe taiamedu, tawiapagado. Taerudunure awu imedu ji oino, du judeudoge eiamedu emago emagore, enoiogwarire bitoduwo. Emagoino woe, emagoino Jerusalém tada jamedu",False
Atos Dos Apóstlos,25,25,"Mare iemarure inoba rore du bogai, icare iorudukare ia roji bitoduwo. Mare makore tudumoduie César ae, dukoiare ire imeardaedo rekoduwo toro César ae",False
Atos Dos Apóstlos,25,26,"Mare iwo bapera atugodo cegimejera kurireu Roma kejewu bogai tabowu ro pegarewu bokwa. Dukodire ire arego woe taegai, akarureu tagimejera jekai, taeruduwo ia ro pegarewuji ma, iwo bapera atugodo ji",False
Atos Dos Apóstlos,25,27,"Paga karega, iegaire umodukare turugadu iwo boedo reko toro ireadodukai onare jiwuge emagore jiboe jitu tabo",False
