id	witness_a	witness_b	reviewed	portuguese	similarity	provisional_class	difference_summary
BOR-CORBO-HM001-u055	Nowu Pao Pemo orenure pagi. Mare akokare itore ino pai. Ure nowu tonagegedu Baraedugume ure akodo itugarege oino pai, paiamedu boeji. Kodire nowu Pao onaregedu Baraedugume utugaregenure paiamedu boe. Ure akodo: itugarege oino paiamedu boeji.	Nowy Pao Pemo orenure pagi. Mare akokare itore ino pai. Ure nowy tonagegedy Baraedugume ure akodo itugarege oino pai, paiamedy boeji. Kodire nowy Pao onaregedy Baraedugume utugaregenure paiamedy boe. Ure akodo: itugarege oino paiamedy boeji.		"N—s somos filhos de nosso Pai Pemo. Mas ele mesmo não falou para nós : 
- Meus filhos. Ele fez com que seu filho Baraedugume nos chamasse todos nós  assim: - Meus súditos. Por isso, nós  todos somos súditos de Baraedugume o filho de nosso Pai Pemo"	0.925	orthographic/editorial	replace: [Nowu] -> [Nowy] | replace: [nowu tonagegedu] -> [nowy tonagegedy] | replace: [paiamedu] -> [paiamedy] | replace: [nowu] -> [nowy] | replace: [onaregedu] -> [onaregedy] | replace: [paiamedu] -> [paiamedy] | replace: [paiamedu] -> [paiamedy]
BOR-CORBO-HM001-u056	Ure tonaregedu Baraedugume akodo: Itugagerege eke iro bokwa ra! Eke kuiada bokwa ra... Eke tako bokwa ra... Eke bako bokwa ra! Eke meriacia bokwa ra...	Ure tonaregedy Baraedugume akodo: Itugagerege eke iro bokwa ra! Eke kuiada bokwa ra... Eke tako bokwa ra... Eke bako bokwa ra! Eke meriacia bokwa ra... Dykeje icare nowy makore bogaiboe jamedy padure moto kajeje.		Ele (Pemo) fez o seu filho braeduguma dizer: - Eis que meus súditos não têm arroz!, eles não têm milho... não têm cana..., não têm banana... não têm melancia!	0.826	substantive-or-segmentation	replace: [tonaregedu] -> [tonaregedy] | insert: [] -> [Dykeje icare nowy makore bogaiboe jamedy padure moto kajeje.]
BOR-CORBO-HM001-u057	Ca! Nonore icare ure boecodudo, icare ure barogwa kododudo. Dukeje icare ure kagariga akogo. Kogoriga kudugodure dukejere icare Pemore tonaregedu udo tudo motoji, pr! Dukeje icare nowu makore bogaiboe jamedu padure moto kajeje.	Etaiwore ia raruji, aru kurire . Egore: Kakodiboebao? Inoba ureboe bao? Akore: Boe kadiboe imi karegao. Boe eke imireo. Iire Boe egore, mea, mea, oino. Iredudu jire Boe enogwagere. Itogorire pemegare boei. Itogorire koiare ure Boe emearudo awadydo pudui, Boe emeruwo, Boe eragodywo, Boe emagowo. Boere iwy baku keje, Boere baku bu nowaguru je keje itabo. Mea, oinre Boe egore ii, mearoga, oinore Boe egore ii.		Eis! Então ele fez anoitecer e fez amanhecer. Então ele fez cantar o galo. Quando o galo gritou, Pemo se fez jogar no chão pelo seu filho. Então tudo aquilo que ( o filho) tinha falado apareceu sobre a terra.	0.025	substantive-or-segmentation	replace: [Ca! Nonore icare] -> [Etaiwore ia raruji, aru kurire . Egore: Kakodiboebao? Inoba ureboe bao? Akore: Boe kadiboe imi karegao. Boe eke imireo. Iire Boe egore, mea, mea, oino. Iredudu jire Boe enogwagere. Itogorire pemegare boei. Itogorire koiare] | replace: [boecodudo, icare ure barogwa kododudo. Dukeje icare ure kagariga akogo. Kogoriga kudugodure dukejere icare Pemore tonaregedu udo tudo motoji, pr! Dukeje icare nowu makore bogaiboe jamedu padure moto kajeje.] -> [Boe emearudo awadydo pudui, Boe emeruwo, Boe eragodywo, Boe emagowo. Boere iwy baku keje, Boere baku bu nowaguru je keje itabo. Mea, oinre Boe egore ii, mearoga, oinore Boe egore ii.]
BOR-CORBO-HM001-u058	Ca! Oinore boe erore, parore, paegare tabo, nowu pagerogu aregoduji.	Ca! Oinore boe erore, parore, paegare tabo, nowy pagerogu aregodyji.		Eis! O povo, nós  todos, ficamos muito animados e alegres pela chegada do nosso alimento.	0.971	near-identical	replace: [nowu] -> [nowy] | replace: [aregoduji.] -> [aregodyji.]
BOR-CORBO-HM001-u059	Ca! Dukodire kagariga akore kimo oino. Pemo koiare ure akodino. Dukodire kagariga akogodumodukare dukeje, bo eke botumodukare. Boe jamedu boe kuiarumodukare. Oino pagaguierogu aregoduji!	Ca! Dykodire kagariga akore kimo oino. Pemo koiare ure akodino. Dykodire kagariga akogodymodykare dykeje, bo eke botumodykare. Boe jamedy boe kuiarumodykare. Oino pagaguierogu aregodyji!		Eis! Por isso o galo canta ainda assim. Foi Pemo quem fez cantar assim. Então se o galo não cantasse, alimento do povo não apareceria. Ninguém engravidaria. A mesma coisa acontece com os nossos animais.	0.952	orthographic/editorial	replace: [Dukodire] -> [Dykodire] | replace: [Dukodire] -> [Dykodire] | replace: [akogodumodukare dukeje,] -> [akogodymodykare dykeje,] | replace: [botumodukare.] -> [botumodykare.] | replace: [jamedu] -> [jamedy] | replace: [kuiarumodukare.] -> [kuiarumodykare.] | replace: [aregoduji!] -> [aregodyji!]
BOR-CORBO-HM001-u060	Ca! Dutabo re icare Pemore boe etudo. Ure boe egodo. Kodure boe ebo. Ure boe etudo. Ure kodure boe otojiwuge ekudugo.	Ca! Dytabore icare Pemore boe etudo. Ure boe egodo. Kodure boe ebo. Ure boe etudo. Ure kodure boe otojiwyge ekudugo.		Eis! Nesse tempo Pemo fez o povo andar. Ele o fez falar. Ele andava com o povo. Os fez ir embora. Fez com que aqueles que iam na ponta gritassem.	0.979	near-identical	replace: [Dutabo re] -> [Dytabore] | replace: [otojiwuge] -> [otojiwyge]
BOR-CORBO-HM001-u061	Egogodure: - Egore: m m m m m m, dutabo. Emagore, egore: gae gae! gae gae! gae gae! tudu tabo.	Egogodyre: - Egore: m m m m m m, dytabo. Emagore, egore: gae gae! gae gae! gae gae! tudu tabo.		"Começaram a gritar dizendo: - m m m m m m ' 
Andando eles gritavam: - gae gae! gae gae! gae gae!"	0.979	near-identical	replace: [Egogodure:] -> [Egogodyre:] | replace: [dutabo.] -> [dytabo.]
BOR-CORBO-HM001-u062	Eregodajiwuge egore: Ho'o... 'o... 'ooo (3x. Kodure eregodajiwuge egore: 'u 'u... 'u 'u...'u 'u... Kodure eregodajiwuge egore: Tori to to to, tori to to to (3x). Oino dutabo.	Eregodajiwyge egore: Ho'o... 'o... 'ooo (3x. Kodure eregodajiwyge egore: 'u 'u... 'u 'u...'u 'u... Kodure eregodajiwyge egore: Tori to to to, tori to to to (3x). Oino dytabo.		"Os que iam depois deles diziam: Ho'o... 'o... 'ooo (3x).
Os seguintes diziam: - 'u 'u... 'u 'u...'u 'u...
Os que iam depois destes diziam: Tori to to to, tori to to to (3x) . Assim."	0.977	near-identical	replace: [Eregodajiwuge] -> [Eregodajiwyge] | replace: [eregodajiwuge] -> [eregodajiwyge] | replace: [eregodajiwuge] -> [eregodajiwyge] | replace: [dutabo.] -> [dytabo.]
BOR-CORBO-HM001-u063	Oinore Pemore Boe ewadarudo boeto ji. Boe eiamedu boe reno. Boe, Brae, Boe doge, Boe Bororomanadoge, Boe Barege, Boe Kiaodoge, Boe Barumogodoge, Boe Bokwarege, Boe Kaadarege, Boe Codoge, Boe Kuiagure, Boe Kanaworoe, Boe Paiamarege, Boe Poroboe, Boe Boroboe, Boe Taboe, Boe Koroge. Nonore Pemore boe eiedo. Dutabo re ure boe etudo.12	Oinore Pemore Boe ewadarydo boeto ji. Boe eiamedy boe reno. Boe, Brae, Boe doge, Boe Bororomanadoge, Boe Barege, Boe Kiaodoge, Boe Barumogodoge, Boe Bokwarege, Boe Kaadarege, Boe Codoge, Boe Kuiagure, Boe Kanaworoe, Boe Paiamarege, Boe Poroboe, Boe Boroboe, Boe Taboe, Boe Koroge. Nonore Pemore boe eiedo. Dytabore ure boe etudo.12		Foi assim que Pemo fez falar o povo no começo. A mesma coisa para toda a gente. índios, brancos, negros ( muitos outros povos aqui enumerados)	0.989	near-identical	replace: [ewadarudo] -> [ewadarydo] | replace: [eiamedu] -> [eiamedy] | replace: [Dutabo re] -> [Dytabore]
BOR-CORBO-HM001-u064	Boe eture nowu tuwadaru tabo. Boe ekodure jii... je. Icare boe etaregodure nowu Anabo Bororo kae, nowu tuwadaru tabo, nowu tumago tabo, nowu tugerogu tabo. Ca!	Boe eture nowy tuwadary tabo. Boe ekodure jii... je. Icare boe etaregodyre nowy Anabo Bororo kae, nowy tuwadary tabo, nowy tumago tabo, nowy tugerogu tabo. Ca!		O povo foi embora com sua pr—rpia fala. Andaram muito tempo. Até que chegaram ˆ aldeia Anabo Boror, com sua l’ngua, com sua fala, com sua comida.	0.950	orthographic/editorial	replace: [nowu tuwadaru] -> [nowy tuwadary] | replace: [etaregodure nowu] -> [etaregodyre nowy] | replace: [nowu tuwadaru] -> [nowy tuwadary] | replace: [nowu] -> [nowy] | replace: [nowu] -> [nowy]
BOR-CORBO-HM001-u065	Nonore icare boe ekuiarure. Kuiarure boetiojiwu aredure iere Arogiarewudo. Metago iere Kuogori Pijiwudo (as duas são do subclã do narrador). Ie boeto jiwu reo: Kuborewumana, nowu metago iere Kuboruroe. Boe emagore jiwu ie reo.	Nonore icare boe ekuiarure. Ie boeto jiwy reo: Kuborewymana, nowy metago iere Kuboruroe. Boe emagore jiwy ie reo.		"Então as bororas começaram a engravidar.
A primeira que engravidou foi Arogiarewudo, a outra chama-se Kuogori Pijiwudo.
O primeiro nome era Kuborumana e o da companheira, Kuboruroe, assim que os Bororos as chamavam."	0.643	substantive-or-segmentation	delete: [Kuiarure boetiojiwu aredure iere Arogiarewudo. Metago iere Kuogori Pijiwudo (as duas são do subclã do narrador).] -> [] | replace: [jiwu] -> [jiwy] | replace: [Kuborewumana, nowu] -> [Kuborewymana, nowy] | replace: [jiwu] -> [jiwy]
BOR-CORBO-HM001-u066	Nowu areme etaire Pao Pemore tuguo, dure iere Baraedugume. Icare nowu Anabo Bororo bukejere care boere tuwiredo. Mare boe etuo Pemo koia. Icare ure boe etuwiredo, nowu ime pemegarewuge eiamedu uwiredo. Ure etore eiedo Ecerae. Ure nowu Etuomage eiedo Tugarege. Oino.	Nowy areme etaire Pao Pemore tuguo, dure iere Baraedugume. Icare nowy Anabo Bororo bukejere care boere tuwiredo. Mare boe etuo Pemo koia. Icare ure boe etuwiredo, nowy ime pemegarewyge eiamedy uwiredo. Ure etore eiedo Ecerae. Ure nowy Etuomage eiedo Tugarege. Oino.		"A essas mulheres o nosso Pai Pemo se manifestou, o que se chama Baraedugume.13 Então foi na aldeia Anabo Bororo que os homens casaram. Mas foi por obra de Pemo. Então ele os fez casar. Ele fez casar todos os homens bons. Aos filhos ele os chamou ""Ecerae"" e aos pais os chamou ""Tugarege""."	0.943	orthographic/editorial	replace: [Nowu] -> [Nowy] | replace: [nowu] -> [nowy] | replace: [nowu] -> [nowy] | replace: [pemegarewuge eiamedu] -> [pemegarewyge eiamedy] | replace: [nowu] -> [nowy]
BOR-CORBO-HM001-u067	Dutabo re icare eture. Eemarure, eerudure podojaji.Ie metuiare kuio, ie metuiare marido okwabora. Nonore boe eno ibora (ponte) iere, tuwo bu pobo kajeje, tuduwo jeto awu moto kae.	Dytabore icare eture. Eemarure, eerydyre podojaji.Ie metyiare kuio, ie metyiare marido okwabora. Nonore boe eno ibora (ponte) iere, tuwo bu pobo kajeje, tuduwo jeto awy moto kae.		Aí eles foram embora. Procuraram e encontraram o cip— de espinho, outro nome dele é kuio, um outro nome é buriti emendado. Assim que se chamava a ponte dos Bororo, para colocarem sobre o rio, para virem para cá para esta terra.	0.964	orthographic/editorial	replace: [Dutabo re] -> [Dytabore] | replace: [eerudure] -> [eerydyre] | replace: [metuiare] -> [metyiare] | replace: [metuiare] -> [metyiare] | replace: [awu] -> [awy]
BOR-CORBO-HM001-u068	Ia boe etareia iere kowai, ipare etareia, boe etareia, Oinore ure: bure tugudure nowu pobo okwai. Pao Pemore boe erududo ji toro oto kae. Icare edo taredo poboto co, co, co!	Ia boe etareia iere kowai, ipare etareia, boe etareia, Oinore ure: bure tugudure nowy pobo okwai. Pao Pemore boe erudydo ji toro oto kae. Icare edo taredo poboto co, co, co!		Um trampolim para pular na água, chama-se embaúba, trampolim dos rapazes, tranpolim dos Bororo. Ele é assim: o pé dele fica dentro dÕ água. Nosso Pai Pemo fazia os Bororos subir nele até na ponta, e depois os fazia pular na água ch™, ch™ ch™!	0.988	near-identical	replace: [nowu] -> [nowy] | replace: [erududo] -> [erudydo]
BOR-CORBO-HM001-u069	Ia pugeje: ure boe eerududo nowu kowaiji, icare boe etaregodure oto kae, dukeje icare ure tugado boe ebo po! Poboto. Jeture cebegiwuge etao gigirire; jeture cobugiwuge etao kororogodure.	Ia pugeje: ure boe eerdydo nowy kowaiji, icare boe etaregodyre oto kae, dykeje icare ure tugado boe ebo po! Poboto. Jeture cebegiwyge etao gigirire; jeture cobugiwyge etao kororogodyre.		Em outra ocasião, ele mostrou aos Bororo o pé de embaúba, Aí eles subiran até a ponta dele, nisso a árvore quebrou com eles dentro dÕ ádua p—! O cabelo dos que cAíram para o lado de baixo ficou ensortilhado, e o dos que cAíram do lado de cima ficou lisso.	0.962	orthographic/editorial	replace: [eerududo nowu] -> [eerdydo nowy] | replace: [etaregodure] -> [etaregodyre] | replace: [dukeje] -> [dykeje] | replace: [cebegiwuge] -> [cebegiwyge] | replace: [cobugiwuge] -> [cobugiwyge] | replace: [kororogodure.] -> [kororogodyre.]
BOR-CORBO-HM001-u070	Ca! Boetojiwu boe ewadae reno, tuiamedu tabo. Pemore boe ewadaedo. Mare nowu Pemo karega ure eerududo pudui. Unure emearudae maku etai, unure emearudae tugu eto, epaga inoduji. Kodire Pemore Boe emearudae pemegarewu maku Boe etai, boeto ji du reo. Oinore rore boei.	Ca! Boetojiwy boe ewadae reno, tuiamedy tabo. Pemore boe ewadaedo. Mare nowy Pemo karega ure eerdydo pudui. Unure emearudae maky etai, unure emearudae tugu eto, epaga inoduji. Kodire Pemore Boe emearudae pemegarewy maky Boe etai, boeto ji du reo. Oinore rore boei.		Eis! Essee é o primeiro brinquedo dos Bororo, de todos. Foi Pemo quem os fez brincar. Mas não se fez ver deles. Ele lhes dava o pensamento, infundia-lhes o penmsamente sem que eles percebessem. Então este foi o primeiro bom pensamento que Pemo deu aos Bororo. Fez assim com os Bororo.	0.879	orthographic/editorial	replace: [Boetojiwu] -> [Boetojiwy] | replace: [tuiamedu] -> [tuiamedy] | replace: [nowu] -> [nowy] | replace: [eerududo] -> [eerdydo] | replace: [maku] -> [maky] | replace: [pemegarewu maku] -> [pemegarewy maky]
BOR-CORBO-HM001-u071	Dutabo re icare ure eeruduwado tuwo nowu kuio bu nowu pobo kajeje, Boewo pagado mato bakowuto awu moto kae. Nowu podoja iku ui mito tu je ie jamedu reno. Kodire ukare tuginoi. Nowu jamedu iere tu... podoja iku. Pao Pemore roino.	Dytabore icare ure eerydywado tuwo nowy kuio bu nowy pobo kajeje, Boewo pagado mato bakowuto awy moto kae. Nowy podoja iku ui mito ty je ie jamedy reno. Kodire ukare tuginoi. Nowy jamedy iere ty... podoja iku. Pao Pemore roino.		"Com iiso ele os ensinou a colocar aquele kuio através do rio, para eles atravessar para cá, para este lado, para esta terra.
Kuio tem também o nome de podoja iku (cip—-espinho). Ele chama-se também cip—-espinho. O nosso Pai Pemo que disp™s assim."	0.611	substantive-or-segmentation	replace: [Dutabo re] -> [Dytabore] | replace: [eeruduwado] -> [eerydywado] | replace: [nowu] -> [nowy] | replace: [nowu] -> [nowy] | replace: [awu] -> [awy] | replace: [Nowu] -> [Nowy] | replace: [tu] -> [ty] | replace: [jamedu] -> [jamedy]
BOR-CORBO-HM001-u072	Ure mito tu je. Pao Pemore mito tu je. Metuia bokwa tuwodu tabo. Icare ure turugadu. Nowu Paore mito tu je. Icare boture. Icare mito tu rugadu.	Ure mito ty je. Pao Pemore mito ty je. Metyia bokwa tuwodu tabo. Icare ure turugadu. Nowy Paore mito ty je. Icare boture. Icare mito ty rugadu.		Ele é único. O nosso Pai Pemo é s— um. Quando ele brotou não tinha companheiro. Então ele bastava. Aquele nosso Pai era s— um. Aí nasceu. Aí ele era s— um mesmo.	0.958	orthographic/editorial	replace: [tu] -> [ty] | replace: [tu] -> [ty] | replace: [Metuia] -> [Metyia] | replace: [Nowu] -> [Nowy] | replace: [tu] -> [ty] | replace: [tu] -> [ty]
BOR-CORBO-HM001-u073	Dukeje icare tuiemaedo. Dutabo re icare ure tugogado kodumode boeto jiowu tumearudae bogai, kodumode boeto jiwu tuiorudae bogai. Kodumode boeto jiwu tuwadaru bogai, kodumode boeto jiwu turo bogai. Dutabo re icare ure nowu ime eko boeto ji. Du eregodaji ure areme ekodudo. Du eregodaji ure boe ekerogu kodudo. Du eregodaji ure Boe eeguierogu kodudo. Oino.	Dykeje icare tuiemaedo. Dytabore icare ure tugogado kodumode boeto jiowy tumearudae bogai, kodumode boeto jiwy tuiorudae bogai. Kodumode boeto jiwy tuwadary bogai, kodumode boeto jiwy turo bogai. Dytabore icare ure nowy ime eko boeto ji. Du eregodaji ure areme ekodydo. Du eregodaji ure boe ekerogu kodydo. Du eregodaji ure Boe eeguierogu kodydo. Oino.		Então estendeu a vista e ficou meditamdo sobre qual seria os eu primeiro pensamento, a sua primeira idéia. Qual seria a su aprimeira palavra, a sua primeira ação. Com isso ele criou primeiro os omens, depois criou as mulheres, depois foz vir os alimentos e depois os animais domésticos.	0.646	substantive-or-segmentation	replace: [Dukeje] -> [Dykeje] | replace: [Dutabo re] -> [Dytabore] | replace: [jiowu] -> [jiowy] | replace: [jiwu] -> [jiwy] | replace: [jiwu tuwadaru] -> [jiwy tuwadary] | replace: [jiwu] -> [jiwy] | replace: [Dutabo re] -> [Dytabore] | replace: [nowu] -> [nowy]
BOR-CORBO-HM001-u074	Nowu Paore mito tu je. Du reorere bataru boeto jiwure. Bataru boeto jiwure mito tu je. Dukeje icare makaguragare. Ro boeto jiwure mito tu je. Dukeje icare makaguragare. Meardae boetujiwure mito tu je. Dukeje icare makaguragare.	Nowy Paore mito ty je. Du reorere batary boeto jiwure. Bataru boeto jiwure mito ty je. Dykeje icare makaguragare. Ro boeto jiwure mito ty je. Dykeje icare makaguragare. Meardae boetujiwure mito ty je. Dykeje icare makaguragare.		O nosso Pai era um s—. Assim também aprimeira linguagem. A primeira liguagem era uma s—. Depois se multiplicou. O primeiro costume era um s—. Depois se multiplicou. O primeiro pensamento era um s—. Depois se multiplicou.	0.789	substantive-or-segmentation	replace: [Nowu] -> [Nowy] | replace: [tu] -> [ty] | replace: [bataru] -> [batary] | replace: [tu] -> [ty] | replace: [Dukeje] -> [Dykeje] | replace: [tu] -> [ty] | replace: [Dukeje] -> [Dykeje] | replace: [tu] -> [ty]
BOR-CORBO-HM001-u075	Icare ure Boedo pagado nowu pabo kajeje, awu moto kae. Ure Boe ekududo pugeje, ure boe egogo. Boe egore: m m m m... Icare boe eture..Eekuiere ekodure boeto ji.	Icare ure Boedo pagado nowy pabo kajeje, awy moto kae. Ure Boe ekudydo pugeje, ure boe egogo. Boe egore: m m m m... Icare boe eture..Eekuiere ekodure boeto ji.		"Aí ele fez os Bororo atravessar o rio para o lado de cá. Mandou os Bororo gritarem de novo. Eles diziam: - m m m m...
Então foram embora. Os seus animais iam na frente."	0.981	near-identical	replace: [nowu] -> [nowy] | replace: [awu] -> [awy] | replace: [ekududo] -> [ekudydo]
BOR-CORBO-HM001-u076	Emearudure pu okwa bataruji. Egore: - Taedu puredu pui. Taedu jaemode pui ma, tamearudumodukare nowu kodo. tagododaiwuge ewadariji, tamearumodukare enogwa bataruji, taeruduwamodukare kaba jiba emagore.	Emearudure pu okwa batary ji. Egore: Taedy puredy pui. Taedy jaemode pui ma, tamearudumodykare nowy kodo. tagododaiwyge ewadary ji, tamearumodykare enogwa batary ji, taerydywamodykare kaba jiba emagore.		"Eles escutavam a fala uns dos outros.
Diziam: - Fiquem unidos. Se vocês ficam longe uns dos outros, não vão pode escutar os da frente, e se não os escutarem, não vão saber o que eles falam."	0.620	substantive-or-segmentation	replace: [bataruji.] -> [batary ji.] | replace: [- Taedu puredu] -> [Taedy puredy] | replace: [Taedu] -> [Taedy] | replace: [tamearudumodukare nowu] -> [tamearudumodykare nowy] | replace: [tagododaiwuge ewadariji, tamearumodukare] -> [tagododaiwyge ewadary ji, tamearumodykare] | replace: [bataruji, taeruduwamodukare] -> [batary ji, taerydywamodykare]
BOR-CORBO-HM001-u077	Care eture. Ekodure... Care epuredugodure awu moto kae. Dukeje icare edu jaere pui. Icare nowu kodure eekuie eregodajiwuge emearudukare enogwa bataruji. Egore: -Taedu puredo cei! Inagore! Boekare! Emeardukare. Eruduwakare inoba egore. Dukeje icare egore:Inagore: - Taedu puredo cei, taedu puredu cei! Oinore inagore!	Care eture. Ekodure... Care epuredugodyre awy moto kae. Dykeje icare edy jaere pui. Icare nowy kodure eekuie eregodajiwyge emearudukare enogwa batary ji. Egore:Taedy puredo cei! Inagore! Boekare! Emeardukare. Erydywakare inoba egore. Dykeje icare egore:Inagore: Taedy puredo cei, taedy puredy cei! Oinore inagore!		"Aí foram embora. Andaram... e quando já estavam se paroximando deste lado, foram ficando longe uns dos outros. Assim os que iam seguindo logo atrás dos animais já não escutavam o que os outros falavam.
Diziam: - Andem perto de nós ! Eu falei!
Nada! Não escutavam. Não sabiam o que eles estavam falando.
Aí eles reptiam: - Eu disse: - Andem perto de nós ! Fiquem perto de nós ! É assim que eu falei!"	0.789	substantive-or-segmentation	replace: [epuredugodure awu] -> [epuredugodyre awy] | replace: [Dukeje] -> [Dykeje] | replace: [edu] -> [edy] | replace: [nowu] -> [nowy] | replace: [eregodajiwuge] -> [eregodajiwyge] | replace: [bataruji. Egore: -Taedu] -> [batary ji. Egore:Taedy] | replace: [Eruduwakare] -> [Erydywakare] | replace: [Dukeje] -> [Dykeje]
BOR-CORBO-HM001-u078	Ca! Emagore nowu turegodajiwugei pugeje. Boekare! Emeardukare enogwa bataruji pugeje. Oino tuiamedu tabo rugadu. Icare nowu eeguie eiore awu mototo. Ekare tuwuredo nowu tumedage etogi. Eture rugadu ekoda piji. Emearudukare enogwa bataruji kodi.	Ca! Emagore nowy turegodajiwygei pugeje. Boekare! Emeardukare enogwa batary ji pugeje. Oino tuiamedy tabo rugadu. Icare nowy eeguie eiore awy mototo. Ekare tuwuredo nowy tumedage etogi. Eture rugadu ekoda piji. Emearudukare enogwa batary ji kodi.		"Eis! Falavam de novo para os que iam atrás.
Nada! Não escutavam o que eles diziam. E assim com todos.
Aí os animais chegarm deste lado e, sem esperar pelos de atrás, foram embora deles. Porque não escutavam oo que os outros falavam."	0.706	substantive-or-segmentation	replace: [nowu turegodajiwugei] -> [nowy turegodajiwygei] | replace: [bataruji] -> [batary ji] | replace: [tuiamedu] -> [tuiamedy] | replace: [nowu] -> [nowy] | replace: [awu] -> [awy] | replace: [nowu] -> [nowy] | replace: [bataruji] -> [batary ji]
BOR-CORBO-HM001-u079	Kodure eregodajiwuge ewudure woje epera kajeje paci pagana koborewu jaogwai.. Kodure eregodajiwuge ewudure pagana pemegarewu jaogwai.	Kodure eregodajiwyge ewudure woje epera kajeje paci pagana koborewy jaogwai.. Kodure eregodajiwyge ewudure pagana pemegarewy jaogwai.		Os que iam atrás viraram para a esquerda. Os seguintes viraram para a direita.	0.970	orthographic/editorial	replace: [eregodajiwuge] -> [eregodajiwyge] | replace: [koborewu] -> [koborewy] | replace: [eregodajiwuge] -> [eregodajiwyge] | replace: [pemegarewu] -> [pemegarewy]
BOR-CORBO-HM001-u080	Icare etagedure taci mato bakowuto, awu moto kae. Jeture eiagejewuge ere taodo nowu eiagejewu motoji. Pemo koia.	Icare etagedure taci mato bakowuto, awy moto kae. Jeture eiagejewyge ere taodo nowy eiagejewy moto ji. Pemo koia.		"Então eles chegaram para este lado, para esta terra.
Os que ficaram do lado de lá, na ausência deles, ficaram nessa terra que eles deixaram. Por obra de Pemo."	0.960	orthographic/editorial	replace: [awu] -> [awy] | replace: [eiagejewuge] -> [eiagejewyge] | replace: [nowu eiagejewu motoji.] -> [nowy eiagejewy moto ji.]
BOR-CORBO-HM001-u081	Icare Pemore boecodudo. Icare ure barogwa kododudo. Akore Taedadudo! Tameruwo! Pameruwo! Pawo pagado tu, paerudumode ia pagerogu jitu bogai. Icá oinore Pemo akore.	Icare Pemore boecodydo. Icare ure barogwa kododydo. Akore: Taedadydo! Tameruwo! Pameruwo! Pawo pagado tu, paerydymode ia pagerogu jitu bogai. Icá oinore Pemo akore.		Aí Pemo fez anoitecer. Depois fez amanhecer e disse: - Acordem! Vão caçar! Vamos andar! Vamos procurar para ver se enc ontramos alguma coisa para comer. Foi assim que o nossso Pai falou.	0.966	orthographic/editorial	replace: [boecodudo.] -> [boecodydo.] | replace: [kododudo. Akore Taedadudo!] -> [kododydo. Akore: Taedadydo!] | replace: [paerudumode] -> [paerydymode]
BOR-CORBO-HM001-u082	Page jamedu boe jire akoino. Pagoroe jamedurogu boe jire akoino. Pamaragodae jamedurogu jire akoino. Ure iegi mito tu je, icare boture. Icare Boe eerudure ji. Dukeje icare makaguragare. Dukejere icare kuricigore. Oino. Oinore Pemore paiamedu batarudo. Ure pureore, mare pagogiegidaere ukare pureore.	Page jamedy boe jire akoino. Pagoroe jamedurogu boe jire akoino. Pamaragodae jamedurogu jire akoino. Ure iegi mito ty je, icare boture. Icare Boe eerydyre ji. Dykeje icare makaguragare. Dykejere icare kuricigore. Oino. Oinore Pemore paiamedy batarydo. Ure pureore, mare pagogiegidaere ukare pureore.		Ela falava de toda a nossa comida.. Falava de todas as nossas coisas. Falava de todos os nossos trabalhos. Ele os nomeava s— uma vez e logo apareciam. Aí o povo os via. Depois aumentavam e se multiplicavam. Assim Pemo nos fez todos falar. Era igual, mas a nossa linguagem não era igual.	0.950	orthographic/editorial	replace: [jamedu] -> [jamedy] | replace: [tu] -> [ty] | replace: [eerudure] -> [eerydyre] | replace: [Dukeje] -> [Dykeje] | replace: [Dukejere] -> [Dykejere] | replace: [paiamedu batarudo.] -> [paiamedy batarydo.]
BOR-CORBO-HM001-u083	Ure nowu jeture puiagejewuge ewadarudo nono nowu kodure boeto jiwuge ewadaru reore.	Ure nowy jeture puiagejewyge ewadarydo nono nowy kodure boeto jiwyge ewadary reore.		Os que ficaram receberam a mesma linguagem que os que passaram primeiro.	0.928	orthographic/editorial	replace: [nowu] -> [nowy] | replace: [puiagejewuge ewadarudo] -> [puiagejewyge ewadarydo] | replace: [nowu] -> [nowy] | replace: [jiwuge ewadaru] -> [jiwyge ewadary]
