id	section	title	speaker	translator	source_number	translation_number	source	reviewed	portuguese	editorial_note
BOR-CORBO-BOE-06-010	6	BOE AREDU OKITUWAI TONAREGEDU JITU	Mazarelo Bokodori Cerewudo	Gerson Mário Enogureu	10	10	Oinore inagore imirema.		Assim que eu falei.	
BOR-CORBO-BOE-06-011	6	BOE AREDU OKITUWAI TONAREGEDU JITU	Mazarelo Bokodori Cerewudo	Gerson Mário Enogureu	11	11	Inagore itonaregeduji.		Eu falei assim com o meu filho.	
BOR-CORBO-BOE-06-012	6	BOE AREDU OKITUWAI TONAREGEDU JITU	Mazarelo Bokodori Cerewudo	Gerson Mário Enogureu	12	12	Ikaregure butugudo ema, imire itonaregedure ema.		Não fui eu que fiz ele nascer. Estou fazendo dele meu filho.	
BOR-CORBO-BOE-06-013	6	BOE AREDU OKITUWAI TONAREGEDU JITU	Mazarelo Bokodori Cerewudo	Gerson Mário Enogureu	13	13	Itore remawuge, itore ewire, ewire, ewire, kocare itore bokware, kocare nowu ire ricodudowudo onaregedu rogure tu je, Icare ire ikeragu roguji tuje piji, kuiarure jamedu. Kodire iogugudure okwagirimode tuwie mokuro jituji, uke mokuro jituji.		Os meus filhos verdadeiros, meus filhos já morreram. eles foram morrendo por isso que não tenho filho, depois  aquela que eu criei teve um filho, aí eu tomei da mãe dele, porque ela estava grávida (do outro filho).	
BOR-CORBO-BOE-06-014	6	BOE AREDU OKITUWAI TONAREGEDU JITU	Mazarelo Bokodori Cerewudo	Gerson Mário Enogureu	14	14	Oino, oinore irore, irore ei, awuge kugurei.		Assim que eu fiz com esse daqui.	
BOR-CORBO-BOE-06-015	6	BOE AREDU OKITUWAI TONAREGEDU JITU	Mazarelo Bokodori Cerewudo	Gerson Mário Enogureu	15	15	Kodire inagoino ei, inagoino ei, inogituware ei, itaidure ei.		Por isso que estou falando assim com eles, eu do conselho para eles, eu gosto deles.	
BOR-CORBO-BOE-06-016	6	BOE AREDU OKITUWAI TONAREGEDU JITU	Mazarelo Bokodori Cerewudo	Gerson Mário Enogureu	16	16	Itaidukare erokowodu kuricigowo, ewoadu kuricigowo, emode tugorido, emode tuwogado.		Eu não quero que eles brinquem muito, não quero que eles brinquem muito, eles vão se machucar, se machucar muito.	
BOR-CORBO-BOE-06-017	6	BOE AREDU OKITUWAI TONAREGEDU JITU	Mazarelo Bokodori Cerewudo	Gerson Mário Enogureu	17	17	Du kodire inagoino ei. Inagore urugadu.		Por isso que eu falo com eles, eu falei que chega.	
BOR-CORBO-BOE-07-001	7	IMEDU RO AKO BOE	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	01	01	Boe itonaregedure, mare marigudu ikodure mai. Iwobe egore iwire kaiagu, iwire kaiagu.		Eu tive filho bororo, mas há tempos atrás eu era novo. Meus parentes diziam que não era para eu ter cônjuge.	
BOR-CORBO-BOE-07-002	7	IMEDU RO AKO BOE	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	02	02	Itoremoduie, iroiwamodu kae itoreduji ukudae bogai, uke bogai, itonaregedu ukudawu rogu, uke rogu bogai.		Irei ter esposa e não daria conta da sua vestimenta, da sua comida, das roupinhas do meu filho, da sua comidinha.	
BOR-CORBO-BOE-07-003	7	IMEDU RO AKO BOE	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	03	03	Awurema Icare irijodure. Boekare, iwirere.		Eis então que eu cresci. Isso mesmo!. Eu desposei.	
BOR-CORBO-BOE-07-004	7	IMEDU RO AKO BOE	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	04	04	Iwobe etokire ii. Egore: “Oh... Amearudu bokware iwadaruji, kode adurudo”.		Meus parentes me repreenderam. Disseram: “Oh! Não escutaste a nossa palavra, agora esforça-te.”	
BOR-CORBO-BOE-07-005	7	IMEDU RO AKO BOE	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	05	05	Du ire idurudo rugadu.		Então eu me esforcei mesmo.	
BOR-CORBO-BOE-07-006	7	IMEDU RO AKO BOE	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	06	06	Awu itonaregedure. Iparedu rogu, imedu rogu: “Atu kaba ba oiado, jewu ime ekorigodumode ai, jewu ime erugodumode ai.”  Oino imeduroguji.		É esse meu filho. Rapazinho, homenzinho: “Não vá ao centro da aldeia. Aqueles homens zangarão com você”. Assim é o pequeno homem.	
BOR-CORBO-BOE-07-007	7	IMEDU RO AKO BOE	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	07	07	Mearutorure, utukare ba oiado, utukare bai to.		Ele acredita. Ele não vai ao centro da aldeia, ele não vai na casa dos outros sozinho.	
BOR-CORBO-BOE-07-008	7	IMEDU RO AKO BOE	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	08	08	Inagore: “Atukaba bai managejewuto. Bai managejewu, aroere bai managejewu rema. Bai managejewu jerimagare, kirerure aroe eerimaga tabo. Umode apegado, umode akugududo, umode korido aekuji. Arijodu mariguwo”.		Eu disse: “Não vá à casa central. A casa central tem almas, ela é alma. A casa central tem cheiro amargo, tem cheiro forte, com cheiro amargo das almas. Ela vai te estragar, vai te tornar fraco, vai te fazer doer os olhos. Para que tu cresças logo”	
BOR-CORBO-BOE-07-009	7	IMEDU RO AKO BOE	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	09	09	Boe inowo jii. Icare ricodure. Icare aregodu iparedu pudae.		Para as coisas ficarem assim. Então ele cresceu. E se torna rapaz.	
BOR-CORBO-BOE-07-010	7	IMEDU RO AKO BOE	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	10	10	Boere, ipare, imere togwa kurido ji: “Arego jewu kae, arego jewu ipo kae, jewu iwara kae, ino bukidaga bogai. Arego jice iruwoborogu bogai, ipagaga bogai.”		As pessoas, os rapazes, os homens começaram a falar demais, ordenando-o: “Vá até aquele, corra a pegar aquele pau, a pegar aquele arbusto, atrás da minha fibra de tucum. Corra lá atrás da minha tigela, da minha amarradura de cabelos.”	
BOR-CORBO-BOE-07-011	7	IMEDU RO AKO BOE	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	11	11	Boe eroiware, tuwo togwa kurido ji, boe egore: “Ah, pawo jorududo aijeji, pawo jorududo aroei. Awurogu barigodure ai, ai, ai boe ewadaru otoji.”		Para poderem retribuir um favor para ele, dizem: “Aarr! Vamos fazê-lo ver aije, vamos fazê-lo ver as almas. Este pequeno é obediente às palavras das pessoas.”	
BOR-CORBO-BOE-07-012	7	IMEDU RO AKO BOE	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	12	12	Icare ricodu. Boere jorududo aijeji, boere o baado. Boe enogituware ji pugeje tu inodu biji.		Então ele cresce. Os bororo o fazem ver aije, os bororo colocam-lhe o estojo peniano. As pessoas o aconselham depois disso tudo.	
BOR-CORBO-BOE-07-013	7	IMEDU RO AKO BOE	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	13	13	Ieripowo rore, akore, batarure. Uwo tuwure bu ipo paru keje, iwara paru keje.		Para ele ter calma em suas ações, no falar e em suas palavras. Para provar seus pés no pé do pau, no pé do arbusto.	
BOR-CORBO-BOE-07-014	7	IMEDU RO AKO BOE	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	14	14	Uwo kaidaga, aru baado, bai baado, atuwo mato, mato aino tugo kae, baiga kae.		Para acampar com a folha de acumã, construir casa, para vir para cá atrás da taquarinha, atrás do arco.	
BOR-CORBO-BOE-07-015	7	IMEDU RO AKO BOE	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	15	15	Uwo baporogu reko, uwo ba oia akudo, uwo bai managejewu paru akudo, uwo mano koda to, uwo aije koda pemegado.		Para levar chocalho pequeno, para limpar o círculo da aldeia, para limpar em volta da casa central, para construir o trajeto do mano, para consertar o caminho do aije.	
BOR-CORBO-BOE-07-016	7	IMEDU RO AKO BOE	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	16	16	Boe egore ji: “Akaiwo kurimode aroei, nori korimode aekuji, akera kiarimode, awure kiarimode, akugudumode.		Os bororo falam a ele: “Se demoradamente as almas tu irás ficar com sono, suas mãos vão ficar preguiçosas, seus pés vão ficar preguiçosos, irás ficar frouxo.”	
BOR-CORBO-BOE-07-017	7	IMEDU RO AKO BOE	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	17	17	Boe egore ji, enogituware tu itonaregeduroguji.		As pessoas falam com ele, aconselham assim o meu filhinho.	
BOR-CORBO-BOE-07-018	7	IMEDU RO AKO BOE	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	18	18	Inogituware ji pugeje:		Eu o aconselhei novamente:	
BOR-CORBO-BOE-07-019	7	IMEDU RO AKO BOE	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	19	19	“Na, awiapagado aedagamage enogwaji, amanamage enogwaji; boe jokodu jire egoino ai, ekaregure amearudu pagado. Kodibá enogwa kodure inogwa kodaji ai?		“Deste modo, escutas dos teus padrinhos, dos teus irmãos mais velhos as suas palavras. É verdade o que eles dizem a você, não é à toa que te fazem ouvi-a. Por que suas palavras tomam o mesmo rumo que as minhas com você?	
BOR-CORBO-BOE-07-020	7	IMEDU RO AKO BOE	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	20	20	Amearutorudo. Mearutorureu mearutorure. Mearutorekareu mearutorukare.		Acreditas. Naquilo que tu crês, tu acreditarás. Aquele que não obedeceu quando pequeno será desacreditado mais tarde.	
BOR-CORBO-BOE-07-021	7	IMEDU RO AKO BOE	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	21	21	Boe ekare pu reore, boe ekare turugadu. Pemegare boere, pegare boere. Mearutorureu boere, mearutoru bokwareu boere.”		As pessoas não são iguais, as coisas não são perfeitas. Há os bons, há os maus. Há os que acreditam, há os que não acreditam.”	
BOR-CORBO-BOE-07-022	7	IMEDU RO AKO BOE	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	22	22	Icare erijodure. Icare inagore: “Akire, arokagado. Arokagado awo bai managejewu bu, arokagado awo bororo akudo, arokagado aije mugaji, arokagado awu mano kadaji.		Nesse tempo ele cresceu. Nessa ocasião eu disse a ele: “É contigo, seja firme! Experimenta-te nesta casa central, experimenta-te a limpar o pátio de cerimônias, prova-te no local onde ficam os espíritos (aije), prova-te no percurso do mano (corrida).	
BOR-CORBO-BOE-07-023	7	IMEDU RO AKO BOE	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	23	23	Arokagado ai karo bogai, ia barogo bogai. Awiremode du otodai, akoremode du otodai.		Mostra as tuas ações às pessoas: atrás de matar um peixe, atrás de um bicho. Antes de teres mulher, antes de teres filho.	
BOR-CORBO-BOE-07-024	7	IMEDU RO AKO BOE	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	24	24	Awirimode, akoremode.		Tu irás desposar-te, irás ter filho.	
BOR-CORBO-BOE-07-025	7	IMEDU RO AKO BOE	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	25	25	Akonaregedu uke boimode ji. Akoreduje uke boimode ji, ukudawumodukare.		Teu filho irá sentir fome. Tua mulher irá sentir fome, ela não terá roupa.	
BOR-CORBO-BOE-07-026	7	IMEDU RO AKO BOE	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	26	26	Akonaregedu ukudawu modukare. Pega, pogurumode.		Teu filho não terá roupa. É ruim. Ele irá sentir vergonha se não tiver isso.	
BOR-CORBO-BOE-07-027	7	IMEDU RO AKO BOE	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	27	27	Akonaregedu jokumode, akoreduje jokumode jice ia karo boe, barogo boe. Apogurumode”.		Teu filho olhará, tua mulher irá colocar seus olhos lá num peixe, num bicho. Tu irás sentir vergonha.	
BOR-CORBO-BOE-07-028	7	IMEDU RO AKO BOE	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	28	28	Boe epogurure, mare Icare awu maiwu boe, taboguru... Taeruduwakare boe epoguru bogai, kodi karega inagoino.		As pessoas se envergonham, mas vós novos, vossas vergonhas... Vós não sabeis o que envergonha os bororo.	
BOR-CORBO-BOE-07-029	7	IMEDU RO AKO BOE	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	29	29	Jawu boerema epogurure. Jawu boe epagudure, egugudure, enogudure.		Agora os bororo antigos tinham vergonha. Os bororo antigos tinham receios, incômodos, tinham aflição.	
BOR-CORBO-BOE-07-030	7	IMEDU RO AKO BOE	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	30	30	Du kare awu maiwuge. Pagi, tagi.		E não são assim esses novos. Inclusive vós”. Eu falei:	
BOR-CORBO-BOE-07-031	7	IMEDU RO AKO BOE	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	31	31	Inagore:  “Arokagado. Awiremode. Mare kajao, akodo mai.”		“Esforça-te. Ainda vais ter mulher. Mas aguarde, ainda és novo.	
BOR-CORBO-BOE-07-032	7	IMEDU RO AKO BOE	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	32	32	Boe etonaregedu ricore. Ure karo bito, ure barogo bito, ure bororo akudo, ure bai mugudo, ure bai pemegado.		Os filhos dos bororo ficam crescidos. Ele mata peixe, ele mata bicho, ele limpa o pátio de cerimônias, ele constrói casa, ele conserta casa.	
BOR-CORBO-BOE-07-033	7	IMEDU RO AKO BOE	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	33	33	Turomode toreduje ukudae bogai, toreduje uke bogai, toreduje uwai bogai boe, toreduje aidu bogai.		Para dar conta da roupa de sua mulher, da comida de sua mulher, da casa da sua mulher, do desejo da sua mulher.	
BOR-CORBO-BOE-07-034	7	IMEDU RO AKO BOE	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	34	34	Ica,  aredu aidure ji.		E eis que mulher o quer.	
BOR-CORBO-BOE-07-035	7	IMEDU RO AKO BOE	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	35	35	Akore : “Uh! Itaidure imuguwo jewu akonaregedu apo”.		‘Sim! Meu desejo é ficar com aquele seu filho’”.	
BOR-CORBO-BOE-07-036	7	IMEDU RO AKO BOE	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	36	36	Inagore: “Oh! Itaidure. Mare kodo mai, matadu, joruduwa bokwa. Ukare karo, barogo bito roga”.		Eu disse: “Sim, eu quero. Mas ele ainda é novo, é bobo, ele não sabe nada. Ele ainda não matou peixe, bicho”.	
BOR-CORBO-BOE-07-037	7	IMEDU RO AKO BOE	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	37	37	Boro, ure bito, ro bokwa karega ure, ako bokwakare kodi karega inagoino, mare koduwo toro todobiji pemega pugeje du bogaire inagoino.		Não, ele matou. Não é que ele não fez nada ainda, ele ainda não tem qualidades para casar, por isso que eu estou falando, mas para ele ficar pronto para casar, por isso que estou falando.	
BOR-CORBO-BOE-07-038	7	IMEDU RO AKO BOE	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	38	38	Dukeje Icare uwirere, ca.		Então ele teve esposa.	
BOR-CORBO-BOE-07-039	7	IMEDU RO AKO BOE	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	39	39	Cewu iwire. Imedugodu. Iwire, iwimode.		Depois da minha morte. Estou cansado. Morrer, irei morrer.	
BOR-CORBO-BOE-07-040	7	IMEDU RO AKO BOE	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	40	40	Ica. Itonaregedure akurumode imugato pugeje.		Nesse caso. Meu filho irá passar para o meu lugar novamente.	
BOR-CORBO-BOE-07-041	7	IMEDU RO AKO BOE	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	41	41	Iwimode toro mare itonaregedu akurumode imugato, imearudae, awu itaidu tabo pemega pugeje. Ainore boere.		Irei morrer lá, mas meu filho irá passar para o meu lugar com o meu pensamento, com o que eu quero de bom outra vez. Assim é que são as coisas.	
BOR-CORBO-BOE-07-042	7	IMEDU RO AKO BOE	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	42	42	Kodibá? Iorudukare boe ewoduji. Iorudukare: “Bakoro Kudu, Ki Bakororo, Kaigu, Akaruio Bokodori, iorudukare ewoduji.		Por quê? Eu não vi os bororo surgirem. Eu não vi: BAKORO KUDU, KI BAKORORO KAIGU, AKARUIO BOKODORI (chefes míticos), eu não vi eles nascerem.	
BOR-CORBO-BOE-07-043	7	IMEDU RO AKO BOE	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	43	43	Kodibá nowu ikedu kimore nowu ewadaruji oino ewogai?		Por que ainda estou segurando as suas palavras assim para eles?	
BOR-CORBO-BOE-07-044	7	IMEDU RO AKO BOE	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	44	44	Du reore itonaregeduwo imugato imearudae, iwadaru tabo toro pemega pugeje.		Do mesmo jeito meu filho deve ficar no meu lugar com os meus pensamentos, com as palavras boas deles para frente novamente.	
BOR-CORBO-BOE-07-045	7	IMEDU RO AKO BOE	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	45	45	Onaregedumode aino toro otobiji, pemega pugeje. Oto pa bokwawo.		O filho dele deve ser assim lá na ponta para lá, bom novamente. Para não ter fim.	
BOR-CORBO-BOE-07-046	7	IMEDU RO AKO BOE	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	46	46	Mare awu barae ewadaru koiare Icare ure paro okwado, pamearudae okwado, awu boe ero okwado. Barae ewadaru koia.		Mas por causa das palavras desses brancos é que nossas coisas desapareceram, nossos pensamentos sumiram, a tradição dos bororo desapareceu. Por causa das palavras dos brancos.	
BOR-CORBO-BOE-07-047	7	IMEDU RO AKO BOE	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	47	47	Imi rema, imi karega. Boe remawu nure imi.		Eu, ao contrário, não. Eu sou bororo legítimo.	
BOR-CORBO-BOE-07-048	7	IMEDU RO AKO BOE	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	48	48	Ire braedu tugu ii, mare inure braedu tugu ii.		Eu coloquei o branco em mim e estou colocando o branco em mim.	
BOR-CORBO-BOE-07-049	7	IMEDU RO AKO BOE	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	49	49	Braedu karega ure imi, ikaregure braedudo imi. Braedu kudawure ire tugu ii, mare ikare braedudo imi.		Eu não sou branco, não me fiz de branco. As roupas dos branco que eu coloquei em mim, mas eu não me tornei branco.	
BOR-CORBO-BOE-07-050	7	IMEDU RO AKO BOE	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	50	51	Marigudu boe emerure tuwaga kedo tabo, tomogo kedo tabo.		Há muito tempo atrás as pessoas andavam com seu pênis nu, com sua vagina nua.	Numeração documental: este segmento Bororo é o item 50; a tradução portuguesa correspondente está impressa como 51, seguida por outro item também numerado 51. Provável erro de numeração na tradução impressa.
BOR-CORBO-BOE-07-051	7	IMEDU RO AKO BOE	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	51	51	Boe eiamedu boe, brae jamedu.		Todas as pessoas, o branco também.	
BOR-CORBO-BOE-07-052	7	IMEDU RO AKO BOE	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	52	52	Awu brae ewaga kedore, etomogo kedore, ewiri kedore jamedu. Paiamedure ure oino.		Os brancos estiveram com seus pênis nus, suas vaginas nuas. Eles estavam nus também. Todos nós éramos assim.	
BOR-CORBO-BOE-07-053	7	IMEDU RO AKO BOE	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	53	53	Awu nowu otobiji Icare pare pagera bu bu, paeku bu bu.		Depois disso então fomos colocando nossas mãos aqui, ali, fomos olhando isso, aquilo.	
BOR-CORBO-BOE-07-054	7	IMEDU RO AKO BOE	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	54	54	Pare bai paru onado pai, pare bai onado pai, gu, gu, gu...		Fomos colocando folhas em nós, fomos colocando casa em nós, indo, indo, indo...	
BOR-CORBO-BOE-07-055	7	IMEDU RO AKO BOE	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	55	55	Pagera jore awuiato rugadu.		Nossas mãos foram em cima do pano mesmo.	
BOR-CORBO-BOE-07-056	7	IMEDU RO AKO BOE	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	56	56	Ica, awu braere Icare etonagodu aroiaji boe epiji ta.		E a esses brancos então pertenceu o pano antes dos bororo.	
BOR-CORBO-BOE-07-057	7	IMEDU RO AKO BOE	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	57	57	Etonagodu meririji boe epiji.		Eles foram os donos do metal antes dos bororo.	
BOR-CORBO-BOE-07-058	7	IMEDU RO AKO BOE	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	58	58	Boere ekodu aroiaji jao, boere ekodure meririji jao, du kodia karega Ica braere Icare...		Os bororo chegaram ao pano há pouco tempo. Os bororo chegaram ao metal há pouco tempo, por isso um outro não é.	
BOR-CORBO-BOE-07-059	7	IMEDU RO AKO BOE	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	59	59	Boe eekudure tu nowu meririji, aroiaji etogi pugeje.		E os brancos nesse momento... Os bororo admiram esse metal, o pano na frente deles novamente.	
BOR-CORBO-BOE-07-060	7	IMEDU RO AKO BOE	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	60	60	Du koare ia biri kedore tu jewu ia boe bokware pugeje.		Por isso não há ninguém mais nu.	
BOR-CORBO-BOE-07-061	7	IMEDU RO AKO BOE	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	61	61	Boe emerure to ba kedo tabo, tuwiri kedo tabo jii jewu boe bokware aino pugeje.		O que anda com seu estojo peniano de fora, com a pele nua assim, assim, não existe esse bororo assim ainda.	
BOR-CORBO-BOE-07-062	7	IMEDU RO AKO BOE	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	62	62	Imire iromode oino.		Eu é que vou fazer assim.	
BOR-CORBO-BOE-07-063	7	IMEDU RO AKO BOE	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	63	63	Ino baare, tabo imugure tu aino.		Eu tenho meu estojo peniano, é com ele que estou bem assim.	
BOR-CORBO-BOE-07-064	7	IMEDU RO AKO BOE	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	64	64	Imire imerumode iwiri kedo tabo jii, jii, jii oino woe.		Eu é que vou andar com minha pele nua aí, aí, aí, assim aqui.	
BOR-CORBO-BOE-07-065	7	IMEDU RO AKO BOE	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	65	65	Mare awu boe egomode:		Mas essas pessoas vão dizer:	
BOR-CORBO-BOE-07-066	7	IMEDU RO AKO BOE	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	66	66	“Iiui! Icare boe pegare! Icare barodugodure, Icare paeda kedomode”.		“Iiuui! Então as coisas estão más. Então está de mau augúrio, eis que vamos ficar nus”.	
BOR-CORBO-BOE-07-067	7	IMEDU RO AKO BOE	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	67	67	Oinore egomode ii.		Assim que eles vão dizer de mim.	
BOR-CORBO-BOE-07-068	7	IMEDU RO AKO BOE	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	68	68	Kodire ikare awu boe erudu, erududo awu ino baaji.		Por isso que não deixo as pessoas verem o meu estojo peniano.	
BOR-CORBO-BOE-07-069	7	IMEDU RO AKO BOE	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	69	69	Oh! Oino. Ainore boe egore, boe erore.		Pois é, é assim. Assim que os bororo dizem, os bororo fazem.	
BOR-CORBO-BOE-08-001	8	BOE ETUO OKITUWAI TONAREGEDU JITU	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	01	01	Boe egore:		Os bororo dizem:	
BOR-CORBO-BOE-08-002	8	BOE ETUO OKITUWAI TONAREGEDU JITU	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	02	02	“Boro, imedu, aredu. Awiapado tu boe enogwaji.		“Não, homem, mulher. Ouça bem o que os bororo dizem.	
BOR-CORBO-BOE-08-003	8	BOE ETUO OKITUWAI TONAREGEDU JITU	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	03	03	Awiapagado tu boeoto, merito.		Ouça bem durante a noite, durante o dia.	
BOR-CORBO-BOE-08-004	8	BOE ETUO OKITUWAI TONAREGEDU JITU	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	04	04	Akado boe eroi pui duji.		Repare como os bororo fazem um ao outro.	
BOR-CORBO-BOE-08-005	8	BOE ETUO OKITUWAI TONAREGEDU JITU	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	05	05	Boe ero. Ainore: boe erore, boe egore, boe ewadarure.		Esses são os bororo. Assim que os bororo fazem, os bororo falam, são as palavras dos bororo.	
BOR-CORBO-BOE-08-006	8	BOE ETUO OKITUWAI TONAREGEDU JITU	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	06	06	Arodo aino, akagodo aino.		Faça assim, fale assim.	
BOR-CORBO-BOE-08-007	8	BOE ETUO OKITUWAI TONAREGEDU JITU	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	07	07	Awu reo, ia boe reo pugeje.		Há este, outra coisa novamente.	
BOR-CORBO-BOE-08-008	8	BOE ETUO OKITUWAI TONAREGEDU JITU	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	08	08	Awu reo, brae ero reo, brae ego reo.		Há este, há a ação dos brancos, o dizer dos brancos.	
BOR-CORBO-BOE-08-009	8	BOE ETUO OKITUWAI TONAREGEDU JITU	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	09	09	Akaiwodo awu barae eroji.		Repare as ações dos brancos.	
BOR-CORBO-BOE-08-010	8	BOE ETUO OKITUWAI TONAREGEDU JITU	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	10	10	Akado awu boe eroji.		Olha como os bororo fazem.	
BOR-CORBO-BOE-08-011	8	BOE ETUO OKITUWAI TONAREGEDU JITU	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	11	11	Awu boe erogodajire akodure.		É Atrás dos bororo que você vai.	
BOR-CORBO-BOE-08-012	8	BOE ETUO OKITUWAI TONAREGEDU JITU	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	12	12	Awu boe emearudae jire akodure.		Os pensamentos dos bororo que você vai acompanhando.	
BOR-CORBO-BOE-08-013	8	BOE ETUO OKITUWAI TONAREGEDU JITU	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	13	13	Mare awiapaga nure barae enogwaji, awiapaga nure barae ewadaruji jamedu.		Mas fiques ouvindo as bocas dos brancos, fiques ouvindo as palavras dos brancos também.	
BOR-CORBO-BOE-08-014	8	BOE ETUO OKITUWAI TONAREGEDU JITU	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	14	14	Metuwo akabo, aruduiwawo barae ewadaruji.		Para ficar com você, para saberes o idioma dos brancos.	
BOR-CORBO-BOE-08-015	8	BOE ETUO OKITUWAI TONAREGEDU JITU	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	15	15	Baraedu jorudumode ai awara keje, makomode ai aruduiwa modukare akoi ai du kao, mearudu modukare awadaruji jamedu.		O branco vai te ver na estrada, ele irá falar contigo e não irás entendê-lo, também ele não compreenderá as suas palavras.	
BOR-CORBO-BOE-08-016	8	BOE ETUO OKITUWAI TONAREGEDU JITU	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	16	16	Kode awiapagado baraedu okwa bataruji tu arijodumode du otodai.		Por isso preste atenção nas palavras da boca do branco na frente antes de tu cresceres.	
BOR-CORBO-BOE-08-017	8	BOE ETUO OKITUWAI TONAREGEDU JITU	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	17	17	Awu akaora kugudu tabo, amearudumode boe ewadaruji, amearudumode barae ewadaruji.		Para você com tua cabeça nova escutares a língua dos bororo, ouvires a língua dos brancos.	
